seed_id,candidate_label,variant,candidate_id,candidate_source,category,summary,headline,clickbait_penalty,local_final_score,llm_overall,persona,persona_description,trust,engagement,clarity,audience_fit,overall,rationale,persona_ranking,persona_best_candidate,is_persona_best,consensus_ranking,consensus_best_candidate,is_consensus_best,judge_model,judge_error
14,c1,original,original,human_editor,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,6.3036845e-05,5.1701117,3.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",3,3,3,3,3,The wording is somewhat engaging but lacks specificity.,"[""c4"", ""c2"", ""c3"", ""c1""]",c4,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c2,zero_shot,zero_shot,api_zero_shot_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.0003393238,6.616434,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,4,5,5,5,Clear and trustworthy with specific details.,"[""c4"", ""c2"", ""c3"", ""c1""]",c4,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
14,c3,agentic_selected,agentic_selected,agentic_selector_v3,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Procter & Gamble Criticized for Deforestation and Paper Product Sourcing,0.000100612255,6.559323,4.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",4,3,4,4,4,Generally clear but lacks explicit call to action.,"[""c4"", ""c2"", ""c3"", ""c1""]",c4,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c4,generic_sft,generic_sft,generic_sft_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,0.00072971743,4.9918036,4.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,4,5,5,5,"Direct and factual, aligning closely with the summary.","[""c4"", ""c2"", ""c3"", ""c1""]",c4,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c1,original,original,human_editor,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,6.3036845e-05,5.1701117,3.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,3,5,3,4,4,Catchy and likely to attract clicks.,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c2,zero_shot,zero_shot,api_zero_shot_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.0003393238,6.616434,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,4,4,5,4,Informative with broad outreach.,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
14,c3,agentic_selected,agentic_selected,agentic_selector_v3,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Procter & Gamble Criticized for Deforestation and Paper Product Sourcing,0.000100612255,6.559323,4.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,3,3,3,3,3,Less engaging than others.,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c4,generic_sft,generic_sft,generic_sft_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,0.00072971743,4.9918036,4.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,5,3,5,4,4,"Although detailed, less compelling to click.","[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c1,original,original,human_editor,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,6.3036845e-05,5.1701117,3.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",3,2,3,2,2,Too vague for quick understanding.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c2,zero_shot,zero_shot,api_zero_shot_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.0003393238,6.616434,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,4,5,5,5,Direct and quick to absorb.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
14,c3,agentic_selected,agentic_selected,agentic_selector_v3,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Procter & Gamble Criticized for Deforestation and Paper Product Sourcing,0.000100612255,6.559323,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,3,4,4,4,Quick to understand but somewhat less engaging.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c4,generic_sft,generic_sft,generic_sft_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,0.00072971743,4.9918036,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,5,5,5,Highly clear and concise.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c1,original,original,human_editor,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,6.3036845e-05,5.1701117,3.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",2,3,3,2,2,Lacks detail and clarity.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c2,zero_shot,zero_shot,api_zero_shot_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.0003393238,6.616434,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,5,5,Strong balance of specificity and style.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
14,c3,agentic_selected,agentic_selected,agentic_selector_v3,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Procter & Gamble Criticized for Deforestation and Paper Product Sourcing,0.000100612255,6.559323,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",4,3,4,4,4,"Good overall, but less detailed than c2.","[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
14,c4,generic_sft,generic_sft,generic_sft_generator,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,0.00072971743,4.9918036,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,5,5,Thorough but also concise and clear.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c1,original,original,human_editor,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",5.964781e-05,5.5276732,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",3,2,3,2,2,Contains specific details but may be misleading about job loss.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,8.371322e-05,6.5798373,4.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,5,4,4,"Accurate and straightforward, directly reflects the summary.","[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
15,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Contract Agreement within 12 Hours,8.200507e-05,6.5690904,4.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",4,3,4,3,3,A bit vague but trustworthy.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c4,generic_sft,generic_sft,generic_sft_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant officials tell workers during early shifts less than 12 hours after proposed contract agreement,8.494962e-05,4.961533,3.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",4,3,4,3,3,"Clear and accurate, reflects the summary.","[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c1,original,original,human_editor,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",5.964781e-05,5.5276732,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,3,4,3,4,4,"Interesting job-related news, potentially high engagement.","[""c1"", ""c3"", ""c4"", ""c2""]",c1,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,8.371322e-05,6.5798373,4.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,2,5,2,3,Clear but not highly engaging.,"[""c1"", ""c3"", ""c4"", ""c2""]",c1,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
15,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Contract Agreement within 12 Hours,8.200507e-05,6.5690904,4.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,4,3,3,Engaging but lacks detail.,"[""c1"", ""c3"", ""c4"", ""c2""]",c1,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c4,generic_sft,generic_sft,generic_sft_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant officials tell workers during early shifts less than 12 hours after proposed contract agreement,8.494962e-05,4.961533,3.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,4,3,3,Accurate but not very exciting.,"[""c1"", ""c3"", ""c4"", ""c2""]",c1,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c1,original,original,human_editor,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",5.964781e-05,5.5276732,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",3,3,3,3,3,Informative but a bit lengthy.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,8.371322e-05,6.5798373,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,5,4,4,Very clear and concise.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
15,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Contract Agreement within 12 Hours,8.200507e-05,6.5690904,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,3,4,3,3,Clear but lacks context.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c4,generic_sft,generic_sft,generic_sft_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant officials tell workers during early shifts less than 12 hours after proposed contract agreement,8.494962e-05,4.961533,3.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,3,4,3,3,Slightly longer but clear.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c1,original,original,human_editor,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",5.964781e-05,5.5276732,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",3,4,3,3,3,Newsworthy but misleading details.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,8.371322e-05,6.5798373,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,3,5,4,4,Best balance of clarity and trust.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,True,gpt-4o-mini,
15,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant Officials Inform Workers of Contract Agreement within 12 Hours,8.200507e-05,6.5690904,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",4,3,4,3,3,Concise but lacks some detail.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
15,c4,generic_sft,generic_sft,generic_sft_generator,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,Plant officials tell workers during early shifts less than 12 hours after proposed contract agreement,8.494962e-05,4.961533,3.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",4,3,4,3,3,Clear but also slightly vague.,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,"[""c2"", ""c4"", ""c3"", ""c1""]",c2,False,gpt-4o-mini,
16,c1,original,original,human_editor,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,0.99991024,2.8617744,3.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,4,4,4,Accurate but lacks specific details.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c2,zero_shot,zero_shot,api_zero_shot_generator,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,0.00013053334,6.5654583,4.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,4,5,5,5,"Clear and factual, effectively conveys the event.","[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,gpt-4o-mini,
16,c3,agentic_selected,agentic_selected,agentic_selector_v3,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Halloween Film Festival at Tampa Theatre Includes Live Podcast and Rocky Horror Talk,0.0001580825,6.6260953,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,4,5,4,5,Engaging and descriptive without being deceptive.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c4,generic_sft,generic_sft,generic_sft_generator,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",CELEBS AND KID PARTIESTampa Theatre is shaking up Halloween film festival Nightmare on Franklin Street,0.9999502,4.473566,3.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,2,3,3,3,Less concise and harder to understand.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c1,original,original,human_editor,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,0.99991024,2.8617744,3.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,5,4,4,4,Attractive overview for the weekend.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c2,zero_shot,zero_shot,api_zero_shot_generator,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,0.00013053334,6.5654583,4.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,5,5,5,5,Directly highlights engaging events.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,gpt-4o-mini,
16,c3,agentic_selected,agentic_selected,agentic_selector_v3,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Halloween Film Festival at Tampa Theatre Includes Live Podcast and Rocky Horror Talk,0.0001580825,6.6260953,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,5,4,4,4,"Specific yet engaging, appealing details.","[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c4,generic_sft,generic_sft,generic_sft_generator,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",CELEBS AND KID PARTIESTampa Theatre is shaking up Halloween film festival Nightmare on Franklin Street,0.9999502,4.473566,3.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,3,2,3,2,2,Less appealing and quite verbose.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c1,original,original,human_editor,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,0.99991024,2.8617744,3.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,3,5,5,4,Quick overview of weekend activities.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c2,zero_shot,zero_shot,api_zero_shot_generator,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,0.00013053334,6.5654583,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,4,5,5,5,Concise and relevant headline.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,gpt-4o-mini,
16,c3,agentic_selected,agentic_selected,agentic_selector_v3,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Halloween Film Festival at Tampa Theatre Includes Live Podcast and Rocky Horror Talk,0.0001580825,6.6260953,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,4,5,4,5,"Informative and clear, good engagement.","[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c4,generic_sft,generic_sft,generic_sft_generator,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",CELEBS AND KID PARTIESTampa Theatre is shaking up Halloween film festival Nightmare on Franklin Street,0.9999502,4.473566,3.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,2,2,2,2,Too long and less effective for quick reading.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c1,original,original,human_editor,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,0.99991024,2.8617744,3.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",4,3,4,3,3,General but less compelling.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
16,c2,zero_shot,zero_shot,api_zero_shot_generator,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,0.00013053334,6.5654583,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,4,5,"Strong headline, informative and appealing.","[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,True,gpt-4o-mini,
16,c3,agentic_selected,agentic_selected,agentic_selector_v3,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Halloween Film Festival at Tampa Theatre Includes Live Podcast and Rocky Horror Talk,0.0001580825,6.6260953,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,5,5,Great balance of detail and clarity.,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,"[""c2"", ""c3"", ""c1"", ""c4""]",c2,False,gpt-4o-mini,
