seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error
22,57581,N1235,news,"South Jersey, Group 3 2-Ocean City at 1-Clearview How they got here: Ocean City and Clearivew seem to meet in the sectional final every season, and it's no shock to see both programs back with the years they've both put together. Ocean City continued its impressive play from a year ago, earning wins against Haddonfield and Bishop Eustace to prove itself as one of the state's best. The Red ...",agentic_selected,Ocean City and Clearview Face Off in Sectional Final,0.00012221935,5,5,5,4,5,5,Effectively highlights the matchup with clarity and precision.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
23,57269,N30815,finance,"Buy Microsoft on weakness to its semiannual value level at $131.71, or buy at Friday's close if the stock is above $138.17, the key weekly moving average. The target is its quarterly risky level at $152.47.",original,How to Trade Microsoft on Solid Earnings but No New Intraday High,0.00017857313,3,3,2,2,4,3,The headline hints at solid earnings but does not mention critical price levels or conditions for buying.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
23,57269,N30815,finance,"Buy Microsoft on weakness to its semiannual value level at $131.71, or buy at Friday's close if the stock is above $138.17, the key weekly moving average. The target is its quarterly risky level at $152.47.",zero_shot,Buy Microsoft at semiannual value level or above weekly moving average,0.00010462117,5,5,5,4,5,5,"Clearly states buying conditions with specific price levels, making it informative and straightforward.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
23,57269,N30815,finance,"Buy Microsoft on weakness to its semiannual value level at $131.71, or buy at Friday's close if the stock is above $138.17, the key weekly moving average. The target is its quarterly risky level at $152.47.",optimized,Buy Microsoft at semiannual value level or above weekly moving average,0.00010462117,5,5,5,4,5,5,"Identical to zero_shot, effectively communicates buying instructions with specificity.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
23,57269,N30815,finance,"Buy Microsoft on weakness to its semiannual value level at $131.71, or buy at Friday's close if the stock is above $138.17, the key weekly moving average. The target is its quarterly risky level at $152.47.",agentic_selected,Invest in Microsoft at $131.71 or above $138.17,7.0099624e-05,4,4,4,4,4,4,"Provides clear buying levels, but slightly less specificity compared to zero_shot and optimized.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
24,14089,N38287,news,WATERBURY A tractor-trailer found itself stuck under a railroad bridge Monday morning. Police said the truck wedge itself under the bridge at West Main Street and Sperry Street. There were some delays in the area while they worked to remove the truck. It's unknown at this time if there was any structural damage to the bridge. Traffic Accident Tractor Trailer stuck under R&R bridge West ...,original,Tractor-trailer wedges itself under Waterbury bridge Monday morning,0.00012932527,5,5,5,4,5,5,Accurately describes the incident with clear details.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
24,14089,N38287,news,WATERBURY A tractor-trailer found itself stuck under a railroad bridge Monday morning. Police said the truck wedge itself under the bridge at West Main Street and Sperry Street. There were some delays in the area while they worked to remove the truck. It's unknown at this time if there was any structural damage to the bridge. Traffic Accident Tractor Trailer stuck under R&R bridge West ...,zero_shot,"Tractor-trailer gets stuck under railroad bridge in Waterbury, causing delays",9.600873e-05,5,5,5,4,5,5,Effectively conveys the main details and consequences without exaggeration.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
24,14089,N38287,news,WATERBURY A tractor-trailer found itself stuck under a railroad bridge Monday morning. Police said the truck wedge itself under the bridge at West Main Street and Sperry Street. There were some delays in the area while they worked to remove the truck. It's unknown at this time if there was any structural damage to the bridge. Traffic Accident Tractor Trailer stuck under R&R bridge West ...,optimized,"Tractor-trailer gets stuck under railroad bridge in Waterbury, causing delays",9.600873e-05,5,5,5,4,5,5,Same as zero_shot; straightforward and precise.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
24,14089,N38287,news,WATERBURY A tractor-trailer found itself stuck under a railroad bridge Monday morning. Police said the truck wedge itself under the bridge at West Main Street and Sperry Street. There were some delays in the area while they worked to remove the truck. It's unknown at this time if there was any structural damage to the bridge. Traffic Accident Tractor Trailer stuck under R&R bridge West ...,agentic_selected,Traffic Delays in Waterbury After Truck Wedges Under Bridge,7.6355806e-05,4,5,4,4,5,4,Good headline but less specific about the incident compared to others.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
25,48322,N38883,lifestyle,Adam's Corner and Fisher House provide military families resources such as housing and child care.,original,Adam's Corner celebrates the bravery of our Armed Forces and bring joy to children | Opinion,0.9999305,2,3,1,3,2,2,Focuses on emotion rather than the specific resources provided.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
25,48322,N38883,lifestyle,Adam's Corner and Fisher House provide military families resources such as housing and child care.,zero_shot,Adam's Corner and Fisher House Offer Support for Military Families,0.00013612225,5,5,4,4,5,5,"Clear, straightforward, and accurately describes the support structures.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
25,48322,N38883,lifestyle,Adam's Corner and Fisher House provide military families resources such as housing and child care.,optimized,Adam's Corner and Fisher House Offer Support for Military Families,0.00013612225,5,5,4,4,5,5,Identical to zero_shot and retains accuracy and clarity.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
25,48322,N38883,lifestyle,Adam's Corner and Fisher House provide military families resources such as housing and child care.,agentic_selected,Adam's Corner and Fisher House Support Military Families with Resources,0.00014168453,5,5,4,4,5,5,Accurately presents the support theme with clarity.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
26,57983,N30812,news,"A Sacramento man has opened his doors to a Healdsburg couple and their 18 dogs, 11 of which are five-week-old puppies.",original,Sacramento Man Takes Wildfire Evacuees And Their 18 Dogs,0.00017466304,4,4,3,4,4,4,The headline captures the main facts but lacks detail about the context of the evacuation.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
26,57983,N30812,news,"A Sacramento man has opened his doors to a Healdsburg couple and their 18 dogs, 11 of which are five-week-old puppies.",zero_shot,"Sacramento man houses Healdsburg couple and their 18 dogs, including puppies",0.00030005627,5,5,5,4,5,5,Clearly presents the key details about the individuals and dogs involved.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
26,57983,N30812,news,"A Sacramento man has opened his doors to a Healdsburg couple and their 18 dogs, 11 of which are five-week-old puppies.",optimized,"Sacramento man houses Healdsburg couple and their 18 dogs, including puppies",0.00030005627,5,5,5,4,5,5,"Identical to zero_shot, maintains clarity and specificity while avoiding clickbait.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
26,57983,N30812,news,"A Sacramento man has opened his doors to a Healdsburg couple and their 18 dogs, 11 of which are five-week-old puppies.",agentic_selected,Sacramento Man Hosts Healdsburg Couple with 18 Dogs and Puppies,0.00013183805,5,5,5,4,5,5,Effectively summarizes the story with solid detail regarding the couple and their dogs.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
27,56246,N25711,sports,Check out photos from the Monster Energy NASCAR Cup Series and NASCAR Xfinity Series playoff weekend at Kansas Speedway.,original,At-track photos: 2019 Kansas playoff weekend,0.00013012187,4,4,3,3,5,4,"While it includes key elements, the year is less relevant for general interest.","[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
27,56246,N25711,sports,Check out photos from the Monster Energy NASCAR Cup Series and NASCAR Xfinity Series playoff weekend at Kansas Speedway.,zero_shot,Photos from NASCAR Cup and Xfinity Series Playoff Weekend at Kansas Speedway,0.00015343551,5,5,5,4,5,5,"Accurate, clear, and specific without being manipulative.","[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
27,56246,N25711,sports,Check out photos from the Monster Energy NASCAR Cup Series and NASCAR Xfinity Series playoff weekend at Kansas Speedway.,optimized,Photos from NASCAR Cup and Xfinity Series Playoff Weekend at Kansas Speedway,0.00015343551,5,5,5,4,5,5,Same as 'zero_shot'—clear and specific.,"[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
27,56246,N25711,sports,Check out photos from the Monster Energy NASCAR Cup Series and NASCAR Xfinity Series playoff weekend at Kansas Speedway.,agentic_selected,Photos Highlight NASCAR Cup and Xfinity Series Playoff Weekend,0.006282474,5,5,5,5,5,5,"Engaging and informative, captures reader interest well.","[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
28,57327,N42193,sports,"Frank Vogel is aware of the great situation he's in with the Lakers, and he wants to make the best of it.",original,"Frank Vogel says Lakers are 'coolest organization in the NBA,' calls coaching LeBron James and rest of team 'opportunity of a lifetime",0.00011872717,5,5,5,4,5,5,"Captures Vogel's enthusiasm and provides a direct quote, making it engaging and informative.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
28,57327,N42193,sports,"Frank Vogel is aware of the great situation he's in with the Lakers, and he wants to make the best of it.",zero_shot,Frank Vogel aims to maximize opportunity with the Lakers,9.987926e-05,4,5,3,3,5,4,Summarizes Vogel's intent but lacks specific details about his comments.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
28,57327,N42193,sports,"Frank Vogel is aware of the great situation he's in with the Lakers, and he wants to make the best of it.",optimized,Frank Vogel aims to maximize opportunity with the Lakers,9.987926e-05,4,5,3,3,5,4,"Same as zero_shot, effectively summarizes his aim but is less specific.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
28,57327,N42193,sports,"Frank Vogel is aware of the great situation he's in with the Lakers, and he wants to make the best of it.",agentic_selected,Vogel Committed to Making Most of Lakers Situation,0.0001590867,4,5,3,4,5,4,Conveys Vogel's determination well but lacks explicit detail from the summary.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
29,33071,N58911,finance,"PROVIDENCE -- Rhode Island's seasonally adjusted unemployment rage for October was 3.6 percent, the same as September, the state Department of Labor and Training announced Thursday The number of unemployed Rhode Island residents -- those residents classified as available for and actively seeking employment -- was 19,900, down 100 from September, the DLT said. The number of employed Rhode ...",original,"R.I. unemployment rate stays at 3.6%, same as U.S",7.06735e-05,4,4,3,3,5,4,Mentioning U.S. could mislead; otherwise accurate.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
29,33071,N58911,finance,"PROVIDENCE -- Rhode Island's seasonally adjusted unemployment rage for October was 3.6 percent, the same as September, the state Department of Labor and Training announced Thursday The number of unemployed Rhode Island residents -- those residents classified as available for and actively seeking employment -- was 19,900, down 100 from September, the DLT said. The number of employed Rhode ...",zero_shot,Rhode Island's October unemployment rate remains steady at 3.6 percent,7.326721e-05,5,5,5,4,5,5,"Direct and clear, accurately conveys main point.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
29,33071,N58911,finance,"PROVIDENCE -- Rhode Island's seasonally adjusted unemployment rage for October was 3.6 percent, the same as September, the state Department of Labor and Training announced Thursday The number of unemployed Rhode Island residents -- those residents classified as available for and actively seeking employment -- was 19,900, down 100 from September, the DLT said. The number of employed Rhode ...",optimized,Rhode Island's October unemployment rate remains steady at 3.6 percent,7.326721e-05,5,5,5,4,5,5,"Similar to zero_shot, effectively communicates essential info.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
29,33071,N58911,finance,"PROVIDENCE -- Rhode Island's seasonally adjusted unemployment rage for October was 3.6 percent, the same as September, the state Department of Labor and Training announced Thursday The number of unemployed Rhode Island residents -- those residents classified as available for and actively seeking employment -- was 19,900, down 100 from September, the DLT said. The number of employed Rhode ...",agentic_selected,October Unemployment in Rhode Island Remains at 3.6 Percent,7.164119e-05,5,5,4,4,5,5,Concise and informative; retains main claim.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
30,30561,N28526,finance,Curious just how far your dollar goes in Pleasant Valley? Here's what you can get in neighborhood apartment rentals for $900/month.,original,What apartments will $900 rent you in Pleasant Valley right now?,0.00046313612,5,5,5,4,5,4,"Directly questions apartment options, appealing and clear.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,zero_shot,gpt-4o-mini,
30,30561,N28526,finance,Curious just how far your dollar goes in Pleasant Valley? Here's what you can get in neighborhood apartment rentals for $900/month.,zero_shot,Apartment Rentals in Pleasant Valley Available for $900/Month,0.00017289635,5,5,5,3,5,4,Straightforward but less engaging than original.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,zero_shot,gpt-4o-mini,
30,30561,N28526,finance,Curious just how far your dollar goes in Pleasant Valley? Here's what you can get in neighborhood apartment rentals for $900/month.,optimized,Apartment Rentals in Pleasant Valley Available for $900/Month,0.00017289635,5,5,5,3,5,4,Identical to zero_shot with similar attributes.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,zero_shot,gpt-4o-mini,
30,30561,N28526,finance,Curious just how far your dollar goes in Pleasant Valley? Here's what you can get in neighborhood apartment rentals for $900/month.,agentic_selected,Exploring Apartment Rentals in Pleasant Valley for $900 a Month,0.00021725982,5,5,5,4,5,4,Engaging yet remains clear and factual.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,zero_shot,gpt-4o-mini,
31,51318,N61396,autos,"Duane Roots' 1,500hp 6.2L Hemi Charger Hellcat runs on E90 and nitrous, with a huge helping of boost (18 psi) from a 4.5L Whipple blower.",original,"Horsepower! The 1,500hp Hellcat King",0.9994406,3,4,2,3,4,3,The headline is catchy but lacks specifics about the tech and performance.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
31,51318,N61396,autos,"Duane Roots' 1,500hp 6.2L Hemi Charger Hellcat runs on E90 and nitrous, with a huge helping of boost (18 psi) from a 4.5L Whipple blower.",zero_shot,"Duane Roots' 1,500hp Charger Hellcat Features E90 Fuel and Nitrous Boost",0.00024649315,5,5,5,4,5,5,Includes all relevant details about the car's enhancements and specifications.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
31,51318,N61396,autos,"Duane Roots' 1,500hp 6.2L Hemi Charger Hellcat runs on E90 and nitrous, with a huge helping of boost (18 psi) from a 4.5L Whipple blower.",optimized,"Duane Roots' 1,500hp Charger Hellcat Features E90 Fuel and Nitrous Boost",0.00024649315,5,5,5,4,5,5,"Identical to zero_shot, containing thorough details and maintaining clarity.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
31,51318,N61396,autos,"Duane Roots' 1,500hp 6.2L Hemi Charger Hellcat runs on E90 and nitrous, with a huge helping of boost (18 psi) from a 4.5L Whipple blower.",agentic_selected,"Duane Roots' 1,500hp Charger Hellcat Features E90 and Nitrous",0.00023628783,5,4,4,3,5,4,Good details but slightly less specific about performance enhancements.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
32,51949,N49742,autos,Interstate 70 has reopened near Hoke Road after a rollover crash left all westbound lanes closed around 1 a.m.,original,I-70 westbound reopened after single-car rollover crash,9.55977e-05,5,5,5,4,5,5,"Accurately conveys the incident and its outcome, making it clear and specific.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
32,51949,N49742,autos,Interstate 70 has reopened near Hoke Road after a rollover crash left all westbound lanes closed around 1 a.m.,zero_shot,Interstate 70 reopens near Hoke Road after rollover crash cleared,6.850932e-05,5,5,5,4,5,5,Effectively communicates the reopening of I-70 with details about the location and type of incident.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
32,51949,N49742,autos,Interstate 70 has reopened near Hoke Road after a rollover crash left all westbound lanes closed around 1 a.m.,optimized,Interstate 70 reopens near Hoke Road after rollover crash cleared,6.850932e-05,5,5,5,4,5,5,Similar to zero_shot; it captures the news clearly and accurately.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
32,51949,N49742,autos,Interstate 70 has reopened near Hoke Road after a rollover crash left all westbound lanes closed around 1 a.m.,agentic_selected,Interstate 70 Reopens After Rollover Crash Near Hoke Road,6.7421846e-05,5,5,5,4,5,5,Well-written headline offering clarity and all necessary details about the incident.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
33,26390,N53703,autos,"State Highway Patrol troopers tried to stop a vehicle after it went left of center around 2:19 a.m. on Park Road near state Route 49, according to a release from Wapakoneta Ohio State Highway Patrol.",original,"Troopers attempt to stop impaired driver, ends with vehicle into tree",0.00016354205,4,4,3,4,4,3,The headline is mostly accurate but slightly misleading about the outcome.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
33,26390,N53703,autos,"State Highway Patrol troopers tried to stop a vehicle after it went left of center around 2:19 a.m. on Park Road near state Route 49, according to a release from Wapakoneta Ohio State Highway Patrol.",zero_shot,State Highway Patrol Attempts to Stop Vehicle for Traffic Violation in Wapakoneta,7.9193305e-05,5,5,4,3,5,4,Covers the traffic violation accurately and clearly without sensationalism.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
33,26390,N53703,autos,"State Highway Patrol troopers tried to stop a vehicle after it went left of center around 2:19 a.m. on Park Road near state Route 49, according to a release from Wapakoneta Ohio State Highway Patrol.",optimized,State Highway Patrol Attempts to Stop Vehicle for Traffic Violation in Wapakoneta,7.9193305e-05,5,5,4,3,5,4,"Same as zero_shot, accurate and clear. Minimal variation.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
33,26390,N53703,autos,"State Highway Patrol troopers tried to stop a vehicle after it went left of center around 2:19 a.m. on Park Road near state Route 49, according to a release from Wapakoneta Ohio State Highway Patrol.",agentic_selected,Ohio State Highway Patrol Pursues Vehicle After Left of Center Incident,8.2484024e-05,5,4,4,4,5,4,Clear and accurate but uses 'pursues' which is less common in context.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
34,57623,N63813,sports,"With the Miami Dolphins rebuilding and holding three 2020 first-round picks in the NFL draft, it is never too early to watch some of the top prospects across the college landscape. Week 11 of the college football season offers a few great opportunities to view some of these players in action against some of the best teams in the nation. Here's a look at a few top players you can watch in South ...",original,Do some couch scouting for Dolphins draft: Here are top prospects to watch this weekend,0.99962175,5,5,4,4,5,4,Accurately reflects the summary and interests the reader.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
34,57623,N63813,sports,"With the Miami Dolphins rebuilding and holding three 2020 first-round picks in the NFL draft, it is never too early to watch some of the top prospects across the college landscape. Week 11 of the college football season offers a few great opportunities to view some of these players in action against some of the best teams in the nation. Here's a look at a few top players you can watch in South ...",zero_shot,"Dolphins Prepare for NFL Draft, Showcase Top College Prospects in Week 11",0.00010581109,5,5,5,4,5,5,"Well-rounded, specific, and engaging without being misleading.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
34,57623,N63813,sports,"With the Miami Dolphins rebuilding and holding three 2020 first-round picks in the NFL draft, it is never too early to watch some of the top prospects across the college landscape. Week 11 of the college football season offers a few great opportunities to view some of these players in action against some of the best teams in the nation. Here's a look at a few top players you can watch in South ...",optimized,"Dolphins Prepare for NFL Draft, Showcase Top College Prospects in Week 11",0.00010581109,5,5,5,4,5,5,Identical to zero_shot; maintains high scores across all metrics.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
34,57623,N63813,sports,"With the Miami Dolphins rebuilding and holding three 2020 first-round picks in the NFL draft, it is never too early to watch some of the top prospects across the college landscape. Week 11 of the college football season offers a few great opportunities to view some of these players in action against some of the best teams in the nation. Here's a look at a few top players you can watch in South ...",agentic_selected,Dolphins Focus on 2020 Draft Picks During College Football Week 11,0.00020272759,5,5,5,4,5,5,Clearly articulates focus on 2020 draft with specific context.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
35,3199,N20207,sports,"HOUSTON The Astros have a reputation for being good at stealing signs and picking up on opposing pitchers' small tells, especially at Minute Maid Park. The Yankees know all too well what the Astros are capable of. In April, James Paxton got hit hard, allowing five earned runs on eight hits in just four innings work here. After that, the Yankees left-hander, who will start Game 2 for the Yankees Sunday night, said he was told he was tipping...",original,"James Paxton, Yankees know Astros can and will pick up on pitching signs",0.00011176088,4,4,4,3,4,3,Captures the gist but is a bit vague about the context.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
35,3199,N20207,sports,"HOUSTON The Astros have a reputation for being good at stealing signs and picking up on opposing pitchers' small tells, especially at Minute Maid Park. The Yankees know all too well what the Astros are capable of. In April, James Paxton got hit hard, allowing five earned runs on eight hits in just four innings work here. After that, the Yankees left-hander, who will start Game 2 for the Yankees Sunday night, said he was told he was tipping...",zero_shot,Yankees' James Paxton acknowledges tipping pitches after Astros matchup in April,8.3121e-05,5,5,5,4,5,5,Clear and specific about Paxton's acknowledgment relating to the Astros.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
35,3199,N20207,sports,"HOUSTON The Astros have a reputation for being good at stealing signs and picking up on opposing pitchers' small tells, especially at Minute Maid Park. The Yankees know all too well what the Astros are capable of. In April, James Paxton got hit hard, allowing five earned runs on eight hits in just four innings work here. After that, the Yankees left-hander, who will start Game 2 for the Yankees Sunday night, said he was told he was tipping...",optimized,Yankees' James Paxton acknowledges tipping pitches after Astros matchup in April,8.3121e-05,5,5,5,4,5,5,"Identical to zero_shot, performs well on all metrics.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
35,3199,N20207,sports,"HOUSTON The Astros have a reputation for being good at stealing signs and picking up on opposing pitchers' small tells, especially at Minute Maid Park. The Yankees know all too well what the Astros are capable of. In April, James Paxton got hit hard, allowing five earned runs on eight hits in just four innings work here. After that, the Yankees left-hander, who will start Game 2 for the Yankees Sunday night, said he was told he was tipping...",agentic_selected,James Paxton Aware of Tipping Signs Ahead of Game 2,0.0001281666,4,4,3,3,4,3,Somewhat vague; lacks detail about the Astros matchup context.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
36,8288,N11059,health,Intentionally infecting healthy people with the virus will enable scientists to better understand the progression of the illness.,original,Spreading the flu is putting researchers one step closer to a universal vaccine,0.00031975002,2,3,3,3,4,3,Mentions vaccine but the summary focuses on understanding illness progression.,"[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
36,8288,N11059,health,Intentionally infecting healthy people with the virus will enable scientists to better understand the progression of the illness.,zero_shot,Scientists to Intentionally Infect Healthy Individuals for Virus Research,0.00013822298,4,4,4,3,5,4,Accurately reflects the intent and process described in the summary.,"[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
36,8288,N11059,health,Intentionally infecting healthy people with the virus will enable scientists to better understand the progression of the illness.,optimized,Scientists to Intentionally Infect Healthy Individuals for Virus Research,0.00013822298,4,4,4,3,5,4,"Same as zero_shot, effective and clear representation of the summary.","[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
36,8288,N11059,health,Intentionally infecting healthy people with the virus will enable scientists to better understand the progression of the illness.,agentic_selected,Scientists Intentionally Infect Healthy Individuals to Study Virus Progression,0.00026821037,5,5,5,4,5,5,Best encapsulation of the study's intentions and methods according to the summary.,"[""agentic_selected"", ""zero_shot"", ""optimized"", ""original""]",agentic_selected,original,gpt-4o-mini,
37,8558,N37303,lifestyle,"You won't believe these wedding gowns are made from only Quilted Northern toilet paper, tape, glue, and a needle and thread.",original,These 12 exquisite wedding dresses are made from toilet paper,0.9999778,2,4,3,3,4,3,Misleading about the number of dresses; lacks specific materials.,"[""optimized"", ""zero_shot"", ""agentic_selected"", ""original""]",optimized,original,gpt-4o-mini,
37,8558,N37303,lifestyle,"You won't believe these wedding gowns are made from only Quilted Northern toilet paper, tape, glue, and a needle and thread.",zero_shot,Wedding Gowns Created from Quilted Northern Toilet Paper and Craft Supplies,0.9991721,5,5,5,4,5,5,Accurately describes materials and is clear.,"[""optimized"", ""zero_shot"", ""agentic_selected"", ""original""]",optimized,original,gpt-4o-mini,
37,8558,N37303,lifestyle,"You won't believe these wedding gowns are made from only Quilted Northern toilet paper, tape, glue, and a needle and thread.",optimized,Wedding Gowns Constructed from Quilted Northern Toilet Paper and Adhesives,0.9985226,5,5,5,4,5,5,Clear and specifies all materials used.,"[""optimized"", ""zero_shot"", ""agentic_selected"", ""original""]",optimized,original,gpt-4o-mini,
37,8558,N37303,lifestyle,"You won't believe these wedding gowns are made from only Quilted Northern toilet paper, tape, glue, and a needle and thread.",agentic_selected,Creative Designers Use Toilet Paper for Unique Wedding Gowns,0.9724046,4,4,3,4,4,4,Descriptive but lacks specific details on materials.,"[""optimized"", ""zero_shot"", ""agentic_selected"", ""original""]",optimized,original,gpt-4o-mini,
38,58478,N48489,sports,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",original,Vote for Grand Rapids Player of the Week 10,0.003879734,3,4,3,3,5,3,The headline is somewhat clear but lacks specificity about the context and players.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
38,58478,N48489,sports,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",zero_shot,Voting Open for Grand Rapids Area's Top Player from Postseason Openers,7.893154e-05,5,5,5,4,5,5,"This headline is clear, specific, and accurately reflects the context of voting for players.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
38,58478,N48489,sports,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",optimized,Voting Open for Grand Rapids Area's Top Player from Postseason Openers,7.893154e-05,5,5,5,4,5,5,Identical to zero_shot and meets all criteria effectively.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
