seed_id,nid,news_id,summary,original_title,category,subvert,original_clickbait_penalty,original_predicted_clickbait,zero_shot_title,zero_shot_model,zero_shot_error,zero_shot_title_clean,zero_shot_clickbait_penalty,zero_shot_predicted_clickbait,clickbait_penalty_delta,clickbait_penalty_reduced,clickbait_threshold,rewritten_title,rewrite_model,rewrite_error,rewritten_title_clean,rewritten_clickbait_penalty,rewritten_predicted_clickbait,rewrite_vs_zero_shot_delta,rewrite_vs_original_delta,final_title,final_clickbait_penalty,final_predicted_clickbait,round2_title,round2_model,round2_error,round2_title_clean,round2_clickbait_penalty,round2_predicted_clickbait,round2_vs_round1_delta,round2_final_title,round2_final_clickbait_penalty,round2_final_predicted_clickbait
40,60896,N37691,"UPDATE @ 12:16 a.m. (Oct. 25): The state patrol is working to determine who went left of center in the head-on collision along U.S. 127 south of Camden that left one dead and two others with serious, non-life threatening injuries, said Sgt. Dallas Root, Dayton Post.","1 dead, 2 injured in U.S. 127 head-on collision near Camden, state patrol says",autos,autosnews,8.773243e-05,0,"Head-on collision on U.S. 127 leaves one dead, two injured.",gpt-4o-mini,,"Head-on collision on U.S. 127 leaves one dead, two injured",8.116592e-05,0,-6.566510745000388e-06,True,0.5,,,,,,,,,"Head-on collision on U.S. 127 leaves one dead, two injured",8.116592e-05,0,,,,,,,,"Head-on collision on U.S. 127 leaves one dead, two injured",8.116592e-05,0
41,13702,N48354,"Losing Game 5 of the National League Division Series was crushing, but losing the tomahawk chop as well would be too much for Kevin Mooneyhan.","Online petition to keep divisive Braves tomahawk chop nears 60,000",finance,financenews,8.491244e-05,0,Kevin Mooneyhan faces disappointment after Game 5 loss and losing tomahawk chop.,gpt-4o-mini,,Kevin Mooneyhan faces disappointment after Game 5 loss and losing tomahawk chop,0.0003327419,0,0.0002478294708245,False,0.5,,,,,,,,,Kevin Mooneyhan faces disappointment after Game 5 loss and losing tomahawk chop,0.0003327419,0,,,,,,,,Kevin Mooneyhan faces disappointment after Game 5 loss and losing tomahawk chop,0.0003327419,0
42,36881,N54282,Fort Collins is celebrating the 20th anniversary of the city's climate action efforts with a free event at the Lincoln Center.,"Fort Collins, CSU hosting event to celebrate 20 years of climate action",weather,weathertopstories,8.906224e-05,0,Fort Collins marks 20 years of climate action with free event.,gpt-4o-mini,,Fort Collins marks 20 years of climate action with free event,0.00011087105,0,2.180880940088466e-05,False,0.5,,,,,,,,,Fort Collins marks 20 years of climate action with free event,0.00011087105,0,,,,,,,,Fort Collins marks 20 years of climate action with free event,0.00011087105,0
43,14091,N39969,"President Donald Trump on Monday equated the case of a hate crime allegation made by actor Jussie Smollett to the current impeachment process being imposed by Congress, calling both a ""scam.""",Trump equates the Smollett case to impeachment inquiry,news,newspolitics,0.00013501775,0,Trump Compares Jussie Smollett Hate Crime Allegation to Impeachment Process,gpt-4o-mini,,Trump Compares Jussie Smollett Hate Crime Allegation to Impeachment Process,0.00048032383,0,0.0003453060761956,False,0.5,,,,,,,,,Trump Compares Jussie Smollett Hate Crime Allegation to Impeachment Process,0.00048032383,0,,,,,,,,Trump Compares Jussie Smollett Hate Crime Allegation to Impeachment Process,0.00048032383,0
44,688,N31254,"If you're apartment hunting, you know how hard it can be to find a bargain nearby. So what does the low-end rental price in Zilker look like these days?","The most affordable apartments for rent in Zilker, Austin",finance,finance-real-estate,0.058436096,0,Low-End Rental Prices in Zilker Trending for Apartment Hunters,gpt-4o-mini,,Low-End Rental Prices in Zilker Trending for Apartment Hunters,0.000112959584,0,-0.0583231364160697,True,0.5,,,,,,,,,Low-End Rental Prices in Zilker Trending for Apartment Hunters,0.000112959584,0,,,,,,,,Low-End Rental Prices in Zilker Trending for Apartment Hunters,0.000112959584,0
45,12679,N41926,"Often marketed as a natural solution to aches and pains, CBD can now be found in food, drinks, and even skincare products.",8 Questions to Ask Yourself Before Using CBD,health,wellness,0.9999633,1,"CBD is increasingly available in food, drinks, and skincare products.",gpt-4o-mini,,"CBD is increasingly available in food, drinks, and skincare products",0.00029357988,0,-0.9996697201161264,True,0.5,,,,,,,,,"CBD is increasingly available in food, drinks, and skincare products",0.00029357988,0,,,,,,,,"CBD is increasingly available in food, drinks, and skincare products",0.00029357988,0
46,30935,N36043,"Eat the Frog Fitness and MOOYAH Burgers, Fries & Shakes are headed for Hill Center Brentwood.",2 more business openings on tap at Hill Center Brentwood,foodanddrink,newstrends,0.000101162725,0,Eat the Frog Fitness and MOOYAH Burgers to Open at Hill Center Brentwood.,gpt-4o-mini,,Eat the Frog Fitness and MOOYAH Burgers to Open at Hill Center Brentwood,0.00071884383,0,0.0006176811071463,False,0.5,,,,,,,,,Eat the Frog Fitness and MOOYAH Burgers to Open at Hill Center Brentwood,0.00071884383,0,,,,,,,,Eat the Frog Fitness and MOOYAH Burgers to Open at Hill Center Brentwood,0.00071884383,0
47,61208,N33158,"LEBANON, Pa. -There's an unrepaired sinkhole in a Lebanon neighborhood and it's causing more problems than one. The location of it has people playing the blame game and now it's all falling back on one person. The hole on Elm Street is causing a whole lot of problems for Debbie Carpenter of Lebanon. ""I'm very stressed,"" Carpenter said. ""I'm very upset about this whole thing. I just want it to ...","City, resident at odds over sinkhole repair in Lebanon",news,newsus,6.3600986e-05,0,Unrepaired sinkhole in Lebanon causes stress for resident Debbie Carpenter,gpt-4o-mini,,Unrepaired sinkhole in Lebanon causes stress for resident Debbie Carpenter,0.0001046052,0,4.100421243036309e-05,False,0.5,,,,,,,,,Unrepaired sinkhole in Lebanon causes stress for resident Debbie Carpenter,0.0001046052,0,,,,,,,,Unrepaired sinkhole in Lebanon causes stress for resident Debbie Carpenter,0.0001046052,0
48,11581,N51345,"A fading piece of Americana, bobwhite quail are iconic in Texas. The tradition of hunting them with friends and family is a social experience that can be second to none. ""Once people do it and experience it, it's something they'll never forget. The first flush of wild quail, how your heart jumps in your throat you feel like you're about to have a heart attack,"" said Robert Perez, upland game bird program leader for the Texas Parks and Wildlife...",Texas quail rebounding after a dismal 2018,travel,traveltripideas,0.00018981566,0,Hunting bobwhite quail remains a cherished tradition in Texas.,gpt-4o-mini,,Hunting bobwhite quail remains a cherished tradition in Texas,0.010971084,0,0.0107812685770986,False,0.5,,,,,,,,,Hunting bobwhite quail remains a cherished tradition in Texas,0.010971084,0,,,,,,,,Hunting bobwhite quail remains a cherished tradition in Texas,0.010971084,0
49,31808,N54566,"Most machines you find at the gym are engineered to train specific muscles, but what if you only have 20, 30 minutes?",You Asked: What's the Most Effective Machine to Use at the Gym?,health,fitness,0.9998586,1,Maximizing Gym Workouts in 20 to 30 Minutes for Targeted Muscle Training,gpt-4o-mini,,Maximizing Gym Workouts in 20 to 30 Minutes for Targeted Muscle Training,0.00035494336,0,-0.9995036566395652,True,0.5,,,,,,,,,Maximizing Gym Workouts in 20 to 30 Minutes for Targeted Muscle Training,0.00035494336,0,,,,,,,,Maximizing Gym Workouts in 20 to 30 Minutes for Targeted Muscle Training,0.00035494336,0
50,28111,N9557,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,Critically Acclaimed Southlake Restaurant Raided By Police,foodanddrink,newstrends,0.00013959281,0,Vice Officers Raid Building Linked to Design District Massage Parlor,gpt-4o-mini,,Vice Officers Raid Building Linked to Design District Massage Parlor,8.546492e-05,0,-5.412789118866012e-05,True,0.5,,,,,,,,,Vice Officers Raid Building Linked to Design District Massage Parlor,8.546492e-05,0,,,,,,,,Vice Officers Raid Building Linked to Design District Massage Parlor,8.546492e-05,0
51,21363,N48983,"Canada's ruling Liberals took an early lead after polls closed in four provinces on Monday, as Prime Minister Justin Trudeau battled to remain in power after two major scandals and a spirited challenge by the opposition Conservatives.",Trudeau's Liberals take early lead after first Canadian polls close,news,newsworld,7.451728e-05,0,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,gpt-4o-mini,,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,6.614405e-05,0,-8.373230075667349e-06,True,0.5,,,,,,,,,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,6.614405e-05,0,,,,,,,,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,6.614405e-05,0
52,55721,N61577,"We simply can't allow massive rent increases and unjust evictions to happen anymore, councilmember says","To help renters, LA moving to ban 'no fault' evictions",finance,finance-real-estate,0.00011664184,0,Councilmember calls for action against rent increases and evictions.,gpt-4o-mini,,Councilmember calls for action against rent increases and evictions,9.106913e-05,0,-2.5572709423784317e-05,True,0.5,,,,,,,,,Councilmember calls for action against rent increases and evictions,9.106913e-05,0,,,,,,,,Councilmember calls for action against rent increases and evictions,9.106913e-05,0
53,27278,N52246,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun buys Thomas Cook brand for 11 million,finance,finance-companies,7.841044e-05,0,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,gpt-4o-mini,,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,9.863012e-05,0,2.021967655397714e-05,False,0.5,,,,,,,,,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,9.863012e-05,0,,,,,,,,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,9.863012e-05,0
54,12410,N34177,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,5 delightful doggies to adopt now in Seattle,news,newsus,0.99996114,1,Dogs Available for Adoption at Centers in Seattle Area,gpt-4o-mini,,Dogs Available for Adoption at Centers in Seattle Area,0.00016654762,0,-0.9997945923843368,True,0.5,,,,,,,,,Dogs Available for Adoption at Centers in Seattle Area,0.00016654762,0,,,,,,,,Dogs Available for Adoption at Centers in Seattle Area,0.00016654762,0
55,19581,N62935,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",The Best and Worst States to Be a Dentist,health,medical,0.9989392,1,Becoming a dentist is a long and costly process in health care.,gpt-4o-mini,,Becoming a dentist is a long and costly process in health care,0.0002952396,0,-0.9986439604119872,True,0.5,,,,,,,,,Becoming a dentist is a long and costly process in health care,0.0002952396,0,,,,,,,,Becoming a dentist is a long and costly process in health care,0.0002952396,0
56,49179,N62590,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",Gilroy mom suspected of killing 2-year-old daughter allegedly told dispatcher she 'just snapped',news,newscrime,0.5543773,1,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call.",gpt-4o-mini,,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.02889834,0,-0.5254789602814197,True,0.5,,,,,,,,,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.02889834,0,,,,,,,,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.02889834,0
57,23740,N41233,Rep. Debbie Wasserman Schultz (D-Fla.) said she stands by her remarks from earlier this week in which she called acting U.S. Citizenship and Immigration Services (USCIS) Director Ken Cuccinelli a white supremacist.,Debbie Wasserman Schultz defends calling Ken Cuccinelli a white supremacist,news,newspolitics,0.007291922,0,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,gpt-4o-mini,,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,0.00016803476,0,-0.0071238872368081,True,0.5,,,,,,,,,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,0.00016803476,0,,,,,,,,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,0.00016803476,0
58,1165,N41526,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",11 Powerful Products That Cut Your Cleaning Time in Half,lifestyle,lifestylecleaningandorganizing,0.99997556,1,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,gpt-4o-mini,,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,0.00020445799,0,-0.9997711020112704,True,0.5,,,,,,,,,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,0.00020445799,0,,,,,,,,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,0.00020445799,0
59,56149,N34019,"The name of the patient has not been released, and there's no clear answer as to how this tragedy happened, but here's a breakdown of what we do know.",Patient dies in ER at WellSpan York Hospital what we know now,health,medical,0.000167963,0,"Details are limited following patient tragedy, name withheld.",gpt-4o-mini,,"Details are limited following patient tragedy, name withheld",0.000121107936,0,-4.685506386171282e-05,True,0.5,,,,,,,,,"Details are limited following patient tragedy, name withheld",0.000121107936,0,,,,,,,,"Details are limited following patient tragedy, name withheld",0.000121107936,0
60,18192,N45306,"At first, teachers at Sky Valley Education Center simply evacuated students and used fans to clear the air when the fluorescent lights caught fire or smoked with noxious fumes.","Toxic PCBs linger in schools; EPA, lawmakers fail to act",news,newsus,9.0061294e-05,0,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire.,gpt-4o-mini,,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire,0.00012898461,0,3.892331736501283e-05,False,0.5,,,,,,,,,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire,0.00012898461,0,,,,,,,,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire,0.00012898461,0
61,39254,N34443,"In the land of sourdough, heavy loaves of dense Tartine Bakery bread and naturally fermented everything, milk bread might seem like a surprising choice for San Francisco chefs. But they love it. ""I think white bread is kind of taboo in the Bay Area food scene,"" said Anthony Strong, chef-owner of Prairie in the Mission. ""I feel a little guilty eating it sometimes. This isn't some sort of heirloom flour that was milled down the street."" Japanese...",San Francisco chefs find nostalgia in Japanese milk bread,foodanddrink,newstrends,0.0007083035,0,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,gpt-4o-mini,,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,0.00034224353,0,-0.0003660599743347,True,0.5,,,,,,,,,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,0.00034224353,0,,,,,,,,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,0.00034224353,0
62,8229,N60446,"After Dr. Ulrich Klopfer died in September his family found 2,246 preserved fetuses at his home in Illinois. Authorities have now found more.",More fetal remains connected to dead abortion doctor found in Illinois,news,newscrime,0.00010551436,0,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home.,gpt-4o-mini,,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home,0.00012283857,0,1.7324206312566395e-05,False,0.5,,,,,,,,,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home,0.00012283857,0,,,,,,,,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home,0.00012283857,0
63,20001,N59327,Dust off your grandma's cookbook and make one of these vintage Christmas desserts for your holiday feast. The post 30 Vintage Christmas Desserts Inspired by Grandma appeared first on Taste of Home.,30 Vintage Christmas Desserts Inspired by Grandma,foodanddrink,recipes,0.9999771,1,30 Vintage Christmas Desserts Inspired by Grandma for Your Holiday Feast,gpt-4o-mini,,30 Vintage Christmas Desserts Inspired by Grandma for Your Holiday Feast,0.99997807,1,9.65490722704132e-07,False,0.5,Vintage Christmas Desserts from Grandma's Cookbook for Holiday Celebrations,gpt-4o-mini,,Vintage Christmas Desserts from Grandma's Cookbook for Holiday Celebrations,0.9999498,1.0,-2.825711090093108e-05,-2.7287110900831024e-05,Vintage Christmas Desserts from Grandma's Cookbook for Holiday Celebrations,0.9999498128890992,1,Vintage Christmas Desserts Featured in Taste of Home Article,gpt-4o-mini,,Vintage Christmas Desserts Featured in Taste of Home Article,0.99971133,1.0,-0.00023846529464721655,Vintage Christmas Desserts Featured in Taste of Home Article,0.9997113347053528,1
64,8097,N22702,"A school in south Seattle had to cancel some classes after someone allegedly set fire to one of their buildings. St. Bernadette Catholic School on SW 128th Street in White Center released a statement Thursday, saying a fire caused major damage to their primary building, which houses the pre-school to third-grade classrooms. It happened overnight Wednesday into Thursday morning. School leaders said cleaners are working around the clock and...",Fire damages St. Bernadette Catholic School in south Seattle,lifestyle,lifestylebuzz,8.314723e-05,0,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,gpt-4o-mini,,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,0.00014826283,0,6.511559858848572e-05,False,0.5,,,,,,,,,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,0.00014826283,0,,,,,,,,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,0.00014826283,0
65,35802,N6418,"Every year, volunteers bring holiday cheer to seniors in long-term care facilities as part of the Brevard County TRIAD's Senior Santa program.",Senior Santa a great way to help area's elderly,travel,travelarticle,0.86702895,1,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,gpt-4o-mini,,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,0.00087323616,0,-0.8661557138397403,True,0.5,,,,,,,,,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,0.00087323616,0,,,,,,,,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,0.00087323616,0
66,56157,N18679,"Penn State junior Megan McNeely was just headed to class, when she heard a voice in the distance. ""Michigan State?! Why are you wearing that?"" That was from football coach James Franklin, who while walking across campus spotted McNeely wearing a T-shirt supporting the Spartans. (McNeely has family that went to MSU.) So Franklin's rectified McNeeley's wardrobe choice ... by giving her his Penn ...",Penn State's James Franklin gives student in Michigan State shirt his instead,sports,basketball_ncaa,0.00024723596,0,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,gpt-4o-mini,,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,0.00020368629,0,-4.354967388677509e-05,True,0.5,,,,,,,,,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,0.00020368629,0,,,,,,,,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,0.00020368629,0
67,44445,N55459,"Kansas coach Les Miles says he's ready for the reunion. Miles, who has guided the Jayhawks to a 3-6 record, will return to a previous stop this weekend: Stillwater, where KU will play at Oklahoma State on Saturday. ""I think I will enjoy walking in that stadium,"" Miles said, ""more than anybody else."" Miles recalls his days as Oklahoma State coach fondly. He was there from 2001-04, ...","KU Jayhawks football vs. Oklahoma State Cowboys: Kickoff time, TV, 5 things to know",sports,football_ncaa,0.9889338,1,Les Miles prepares for reunion with Oklahoma State this weekend,gpt-4o-mini,,Les Miles prepares for reunion with Oklahoma State this weekend,0.00034621631,0,-0.988587583685062,True,0.5,,,,,,,,,Les Miles prepares for reunion with Oklahoma State this weekend,0.00034621631,0,,,,,,,,Les Miles prepares for reunion with Oklahoma State this weekend,0.00034621631,0
68,29077,N28549,"A few of Kentucky's representatives had something to say after the vote, and Majority Leader Mitch McConnell had strong words in the Senate",How Kentucky's House delegation voted on the Trump impeachment inquiry rules,news,newspolitics,0.001457816,0,Kentucky Representatives and Mitch McConnell Respond After Vote,gpt-4o-mini,,Kentucky Representatives and Mitch McConnell Respond After Vote,7.1408664e-05,0,-0.0013864073363564,True,0.5,,,,,,,,,Kentucky Representatives and Mitch McConnell Respond After Vote,7.1408664e-05,0,,,,,,,,Kentucky Representatives and Mitch McConnell Respond After Vote,7.1408664e-05,0
69,1977,N37841,These gentle giants are not only adorable they're also fascinating. Here are a few surprising facts about perhaps the sweetest sea creatures. The post 13 Things You Never Knew About Manatees appeared first on Reader's Digest.,13 Things You Never Knew About Manatees,lifestyle,causes-animals,0.9999789,1,13 Fascinating Facts About Manatees You May Not Know,gpt-4o-mini,,13 Fascinating Facts About Manatees You May Not Know,0.999979,1,1.1916503905862188e-07,False,0.5,Surprising Facts About Manatees and Their Unique Behaviors,gpt-4o-mini,,Surprising Facts About Manatees and Their Unique Behaviors,0.9998305,1.0,-0.0001485156097411,-0.0001484156097412,Surprising Facts About Manatees and Their Unique Behaviors,0.9998304843902588,1,Facts About Manatees and Their Characteristics,gpt-4o-mini,,Facts About Manatees and Their Characteristics,0.9980521,1.0,-0.001778379791259721,Facts About Manatees and Their Characteristics,0.9980521202087402,1
70,4989,N30211,"Rafael Nadal pulled out of the Paris Masters with an abdominal injury just minutes before the scheduled start of his semi-final against Denis Shapovalov on Saturday, and admitted his participation at the ATP Tour Finals was in doubt. The 33-year-old has battled multiple injuries throughout his career and also pulled out of the Paris Masters on his last appearance in 2017 before the quarter-finals.","'Super sad' Nadal out of Paris Masters, doubt for ATP Finals",sports,tennis,7.290131e-05,0,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,gpt-4o-mini,,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,0.00010635917,0,3.345785987666861e-05,False,0.5,,,,,,,,,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,0.00010635917,0,,,,,,,,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,0.00010635917,0
71,5356,N33680,"A nearly 8,000 square-foot mansion in Scottsdale with a finished basement was among this week's priciest homes sold in metro Phoenix.","A Scottsdale mansion with a rooftop view deck, home theater sells for $2.65M",finance,finance-real-estate,0.0001175115,0,Scottsdale Mansion Among Metro Phoenix's Priciest Home Sales This Week,gpt-4o-mini,,Scottsdale Mansion Among Metro Phoenix's Priciest Home Sales This Week,0.0008598394,0,0.0007423278760621,False,0.5,,,,,,,,,Scottsdale Mansion Among Metro Phoenix's Priciest Home Sales This Week,0.0008598394,0,,,,,,,,Scottsdale Mansion Among Metro Phoenix's Priciest Home Sales This Week,0.0008598394,0
72,3102,N62853,Connor Murphy posted a video to his YouTube channel in 2016 that highlights the ways people can manipulate their appearance for photos.,A bodybuilder showed how fitness influencers can make their bodies look Instagram-perfect in before-and-after photos,health,fitness,0.9999678,1,Connor Murphy's 2016 YouTube Video Highlights Photo Appearance Manipulation Techniques,gpt-4o-mini,,Connor Murphy's 2016 YouTube Video Highlights Photo Appearance Manipulation Techniques,0.99952006,1,-0.0004477365997314,True,0.5,Connor Murphy Discusses Techniques for Manipulating Appearance in 2016 Video,gpt-4o-mini,,Connor Murphy Discusses Techniques for Manipulating Appearance in 2016 Video,0.99935824,1.0,-0.0001618232102966,-0.0006095632102965,Connor Murphy Discusses Techniques for Manipulating Appearance in 2016 Video,0.9993582367897034,1,Connor Murphy Explains Appearance Manipulation Techniques in 2016 YouTube Video,gpt-4o-mini,,Connor Murphy Explains Appearance Manipulation Techniques in 2016 YouTube Video,0.9992957,1.0,-6.252848266596889e-05,Connor Murphy Explains Appearance Manipulation Techniques in 2016 YouTube Video,0.999295711517334,1
73,5858,N64387,"If you love Halloween, this spooky wedding shoot is a great way to get a little dark inspiration for your big day.","This Halloween Corn Maze Wedding Is Dark, Sophisticated, and Bone-Chillingly Beautiful",lifestyle,lifestyleweddings,0.9999722,1,Spooky Wedding Shoot Offers Dark Inspiration for Halloween Lovers,gpt-4o-mini,,Spooky Wedding Shoot Offers Dark Inspiration for Halloween Lovers,0.99994624,1,-2.5963389587380092e-05,True,0.5,Halloween-Inspired Wedding Shoot Provides Ideas for Dark-Themed Celebrations,gpt-4o-mini,,Halloween-Inspired Wedding Shoot Provides Ideas for Dark-Themed Celebrations,0.9999285,1.0,-1.7765573730454953e-05,-4.37255737304465e-05,Halloween-Inspired Wedding Shoot Provides Ideas for Dark-Themed Celebrations,0.9999284744262696,1,Halloween Wedding Shoot Offers Inspiration for Themed Celebrations,gpt-4o-mini,,Halloween Wedding Shoot Offers Inspiration for Themed Celebrations,0.9998592,1.0,-6.928617095947054e-05,Halloween Wedding Shoot Offers Inspiration for Themed Celebrations,0.9998592138290405,1
74,64312,N60130,"3 ON YOUR SIDE (3TV) - The 3 On Your Side Team gets a lot of emails from viewers wondering if certain phone calls are legit or scams. So, we want to share some of those calls with you, so you know what to look out for. [WATCH: 3 On Your Side warns about scam phone calls] First up, there's one call we've been getting a lot of questions about regarding the Social Security Administration. Here's a sample. ""This call is from the Department of Social...",Don't be duped by 'phony' phone calls,news,newsus,0.99992406,1,3 On Your Side shares tips to identify scam phone calls.,gpt-4o-mini,,3 On Your Side shares tips to identify scam phone calls,0.100636296,0,-0.8992877640257454,True,0.5,,,,,,,,,3 On Your Side shares tips to identify scam phone calls,0.100636296,0,,,,,,,,3 On Your Side shares tips to identify scam phone calls,0.100636296,0
75,61995,N26409,"Winter is not stopping Milwaukee's pilot scooter program even if snow did for a day. The city ordered scooter companies to move the vehicles off the streets before Thursday's storm. Scooters were back on Milwaukee's streets Friday after the Halloween snowstorm forced them into temporary storage according to a Lime spokesman. ""We monitor the weather in addition to a number of other things we do. And our robust operations staff decided to pull...",Snow puts skids on scooters for day,travel,travelarticle,0.0003672552,0,Milwaukee scooter program resumes operations after brief winter weather break.,gpt-4o-mini,,Milwaukee scooter program resumes operations after brief winter weather break,7.1149145e-05,0,-0.0002961060552126,True,0.5,,,,,,,,,Milwaukee scooter program resumes operations after brief winter weather break,7.1149145e-05,0,,,,,,,,Milwaukee scooter program resumes operations after brief winter weather break,7.1149145e-05,0
76,36522,N39981,Majority Leader Steny Hoyer joins Morning Joe to discuss Wednesday's hearing with top diplomats George Kent and Bill Taylor and why he will make a decision on impeachment after he's heard all of the testimony.,Rep. Hoyer: I'll reserve judgment until I hear all testimony,news,newsus,0.0002909947,0,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe.,gpt-4o-mini,,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe,0.00012234971,0,-0.0001686449907276,True,0.5,,,,,,,,,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe,0.00012234971,0,,,,,,,,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe,0.00012234971,0
77,44576,N44639,"If the start of Thursday's practice is any indication, quarterback Jimmy Garoppolo and his 49ers offense could operate at significantly less than full strength Sunday against Arizona. Tight end George Kittle (ankle/knee injuries), wide receiver Emmanuel Sanders (ribs) and running back Matt Breida (ankle) didn't participate in the portion of practice open to the media. Sanders, wearing his No. 17 jersey and sweats, was walking off the field as...",49ers offense still at less than full strength ahead of game vs. Arizona,sports,football_nfl,8.148334e-05,0,49ers offense shows potential injuries ahead of game against Arizona.,gpt-4o-mini,,49ers offense shows potential injuries ahead of game against Arizona,7.844028e-05,0,-3.0430599508920336e-06,True,0.5,,,,,,,,,49ers offense shows potential injuries ahead of game against Arizona,7.844028e-05,0,,,,,,,,49ers offense shows potential injuries ahead of game against Arizona,7.844028e-05,0
78,25820,N5322,"A milder-than-average winter is predicted across much of the country, federal forecasters said in the official U.S. winter outlook released Thursday.","Mild but changeable winter weather predicted for much of U.S., federal forecasters say",weather,weathertopstories,9.420616e-05,0,Federal forecasters predict milder-than-average winter for much of the U.S.,gpt-4o-mini,,Federal forecasters predict milder-than-average winter for much of the U.S,0.00010109754,0,6.891379300099019e-06,False,0.5,,,,,,,,,Federal forecasters predict milder-than-average winter for much of the U.S,0.00010109754,0,,,,,,,,Federal forecasters predict milder-than-average winter for much of the U.S,0.00010109754,0
79,12477,N60146,A pregame injury report before the Michigan Wolverines face No. 7 Penn State in a Big Ten matchup,Michigan injury report: Here's who is expected to play at Penn State,sports,football_ncaa,0.00019250887,0,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,gpt-4o-mini,,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,7.528574e-05,0,-0.0001172231323062,True,0.5,,,,,,,,,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,7.528574e-05,0,,,,,,,,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,7.528574e-05,0
